,lbp_acc,lbp_vacc,lbp_loss,lbp_vloss
0,0.7342438,0.7526286840438843,0.5902005128367884,0.5402931405172602
1,0.76893973,0.6707249879837036,0.5016029812543388,0.8453956676835702
2,0.770693,0.7919203042984009,0.4866222975944212,0.4544793579317155
3,0.7780751,0.7858328819274902,0.4853046296641012,0.49250922017685933
4,0.7841654,0.7260652780532837,0.4719346728922862,0.5607405226403465
5,0.78499585,0.7371333837509155,0.46854454943908697,0.610570624149103
6,0.79357755,0.5235196352005005,0.45739910570008957,1.2661238844775995
7,0.7919166,0.8057553768157959,0.45438904063809654,0.4191644965579778
8,0.7908093,0.7421140074729919,0.45694414600406813,0.5586530159175495
9,0.8025284,0.7996679544448853,0.44568465822922454,0.43419912790618814
10,0.7980991,0.736579954624176,0.447888662556149,0.5991562477126924
11,0.79865277,0.6751521825790405,0.4436179733209266,0.7174551921057054
12,0.80215925,0.7498616576194763,0.43955473864310624,0.5316492457975652
13,0.8001292,0.6679579615592957,0.4387386197768598,0.7545631098842911
14,0.80501986,0.8118428587913513,0.4339013229940412,0.4270917327119028
15,0.807419,0.7659103274345398,0.43051166640905875,0.49395028131900076
16,0.8136938,0.8090758323669434,0.4182261873696292,0.4210121225571857
17,0.8145243,0.8052020072937012,0.4179470160520747,0.4294702730491535
18,0.81876904,0.6270061135292053,0.40841758797350675,0.912021583328606
19,0.822091,0.7083563804626465,0.39913304450272785,0.6774788150222644
20,0.81747717,0.8079690337181091,0.408600614834747,0.42313767396486723
21,0.8231983,0.8101826310157776,0.3962543774098832,0.40011474119079793
22,0.8311341,0.7642501592636108,0.3814584786979719,0.49622372566301254
23,0.8369475,0.7349197268486023,0.3672311012129112,0.5852593427279672
24,0.842115,0.6961815357208252,0.36712301875256387,0.786887475714607
25,0.84977394,0.7548422813415527,0.3498084491866975,0.5792716830498814
26,0.85346496,0.8024349808692932,0.33965086758884766,0.42608238124161313
27,0.8569715,0.781959056854248,0.33772126482324405,0.48173424062243336
28,0.8635231,0.6081903576850891,0.31812270641425905,1.0950520367799177
29,0.8638922,0.8218041062355042,0.31568189685696924,0.4003015624088151
30,0.8719203,0.8007747530937195,0.29881152243062864,0.4514725677335071
31,0.8773646,0.7935805320739746,0.28494485722946,0.486977753879355
32,0.8836394,0.6978417038917542,0.2796012116576337,0.9637685690918348
33,0.88742274,0.8085224032402039,0.26790482635492324,0.43880536970045925
34,0.89323616,0.8002213835716248,0.2550813717805581,0.45546706141228827
35,0.8995109,0.8301051259040833,0.24353943674824186,0.4446311897511105
36,0.9007105,0.7664637565612793,0.2389386725466146,0.6433935285472184
37,0.91242963,0.7941339015960693,0.21304871626607363,0.602483768191335
38,0.9171357,0.8079690337181091,0.20174689797872414,0.4589571383821417
39,0.9176894,0.8157166838645935,0.198371920932304,0.5114901069454811
40,0.9064403,0.9684385657310486,0.24028771731560467,0.11290086614399125
41,0.9080089,0.9219269156455994,0.22468707975722652,0.1713409457491878
42,0.91898876,0.8482834696769714,0.20032032021661816,0.37051964519031816
43,0.92249495,0.9407530426979065,0.19847915439142427,0.16317842390846177
44,0.9224027,0.946290135383606,0.19351804503371167,0.14578224505696977
45,0.93052226,0.9468438625335693,0.17934248770354616,0.1389331639489594
46,0.93052226,0.8909191489219666,0.17112416139518363,0.2522750160556827
47,0.9336594,0.8648948073387146,0.16701379278683315,0.31347565390870946
48,0.93956447,0.9180509448051453,0.1541239514460223,0.19911055773463623
49,0.9349511,0.9413067698478699,0.15834593530905866,0.15151367858794837
50,0.9427016,0.9163898229598999,0.14470899927811906,0.2092597128148887
51,0.9451928,0.9274640083312988,0.13665602700882765,0.16774090678984938
52,0.94593096,0.9163898229598999,0.13831465733537465,0.20456749506104957
53,0.952482,0.9219269156455994,0.12665614834965144,0.19646575264756466
54,0.9530356,0.9108527302742004,0.12508892568770447,0.2220822911655916
55,0.9495294,0.9186046719551086,0.1279516006763361,0.21934167821277945
56,0.9521129,0.8732004165649414,0.1258947526914736,0.3160403284717636
57,0.9555268,0.9208194613456726,0.11370835804558697,0.20596268862188852
58,0.9575567,0.8870431780815125,0.11021812639210712,0.28439791923015484
59,0.9567263,0.842746376991272,0.10605415250349141,0.5170825489137656
60,0.9440856,0.9889258146286011,0.1532567604072839,0.044854218464093085
61,0.94648457,0.9950166344642639,0.14121778955548028,0.03531979489762126
62,0.9530356,0.905315637588501,0.12380624232800998,0.2022524840582125
63,0.95718765,0.9939091801643372,0.11572297190218575,0.03025754396767579
64,0.9523897,0.986157238483429,0.12350928786166547,0.04777339897876562
65,0.95525,0.970099687576294,0.11173787304293209,0.0732158831385679
66,0.9584794,0.8599113821983337,0.10849399290790547,0.35008553522154234
67,0.96069384,0.986157238483429,0.10266217166459259,0.04533885660295603
68,0.96152425,0.9230343103408813,0.10173880294017586,0.1886527911571173
69,0.96300054,0.986157238483429,0.09643243047821058,0.04003235792219309
70,0.9617088,0.9806201457977295,0.10187939753607095,0.05888812401531015
71,0.9651227,0.9778516292572021,0.09359891548227574,0.06467069813348394
72,0.9660454,0.9296788573265076,0.09219610987017682,0.19005989761979775
73,0.9677062,0.9197120666503906,0.091219005855682,0.20340300842311032
74,0.9701052,0.9684385657310486,0.07815238522287664,0.08957777595599228
75,0.96586084,0.9606866240501404,0.09089011780320938,0.10414879555388014
76,0.9671526,0.9269102811813354,0.09015700276057688,0.21151725168454388
77,0.9697361,0.9473975896835327,0.0814622209468744,0.12953124744023464
78,0.9734268,0.9501661062240601,0.07203071774314374,0.12006881275933116
79,0.9701052,0.9230343103408813,0.08175560945040362,0.21292465773296615
80,0.9619856,0.9994462728500366,0.10644741189425656,0.007999977774006352
81,0.9647536,0.9911406636238098,0.09603464362197948,0.025493757139709868
82,0.9663222,0.9490587115287781,0.09601714931845028,0.1306656499126161
83,0.967983,0.9385381937026978,0.09342988295723623,0.14978167280897184
84,0.96466136,0.9933554530143738,0.09686856509020823,0.03003301070889629
85,0.96696806,0.9263566136360168,0.08485306518657287,0.179903482186032
86,0.9739804,0.9977851510047913,0.07074259418740175,0.013938881188697065
87,0.97453403,0.9928017854690552,0.07454337089948603,0.024775819820975875
88,0.9737036,0.9950166344642639,0.07131966685903404,0.018745000452496285
89,0.9761026,0.9108527302742004,0.0668764700238325,0.21943118071727866
90,0.9761026,0.9961240291595459,0.06462419944574559,0.016187713587716437
91,0.97222733,0.9911406636238098,0.07722620091800277,0.022308082075362584
92,0.9732423,0.9894795417785645,0.068222929062406,0.031879151200799316
93,0.9752722,0.9916943311691284,0.06711595704905175,0.026680981610403505
