,lbp_acc,lbp_vacc,lbp_loss,lbp_vloss
94,0.9751799,0.976190447807312,0.06774205215882649,0.05142539570464908
95,0.9774866,0.9922480583190918,0.05927125407507618,0.025812170149579
96,0.9763794,0.8648948073387146,0.0650362377626432,0.4211648616145374
97,0.9763794,0.9883720874786377,0.06513199613424965,0.03651864879897663
98,0.9800701,0.9534883499145508,0.05512141185350514,0.12448873594692049
99,0.9732423,0.8765227198600769,0.07062109123656266,0.347823269210925
100,0.9752722,1.0,0.07394951486708791,0.003800732704500357
101,0.97425723,0.976190447807312,0.0742394889177781,0.06096084457038307
102,0.97656393,0.9911406636238098,0.06612677185727972,0.02595484463290531
103,0.9762871,0.9922480583190918,0.06633347564557862,0.02560920964076153
104,0.9803469,0.9961240291595459,0.05497960666509754,0.009401839029590279
105,0.9773021,0.9955703020095825,0.060691239128484266,0.022067151383020074
106,0.97942424,0.9955703020095825,0.056476218782641675,0.016531519934479332
107,0.9774866,0.9933554530143738,0.05982948785837142,0.024927284755547566
108,0.98256135,0.9911406636238098,0.04828981019698825,0.027667227695864428
109,0.9795165,0.9933554530143738,0.054717109220153645,0.022912939363504747
110,0.9797933,0.9900332093238831,0.061680943841428464,0.036034462611466346
111,0.980716,0.9784052968025208,0.05339508642634839,0.0629629295707112
112,0.9795165,0.9950166344642639,0.05794123404620318,0.02206950518173699
113,0.9761026,0.9928017854690552,0.06671132241350997,0.019314331228402367
114,0.9821,0.9723145365715027,0.049825806621325304,0.0645842786619797
115,0.9812696,0.9933554530143738,0.051039915137277535,0.02049992036266234
116,0.98108506,0.9678848385810852,0.052701103106425694,0.07975697641210384
117,0.9819155,0.973975658416748,0.04855414350077298,0.06428677107672623
118,0.9818232,0.9844961166381836,0.05072000904809969,0.04401460950956953
119,0.9823768,0.960132896900177,0.04803288806711732,0.1127749713132299
120,0.9761026,0.9955703020095825,0.0673228199695981,0.014239532217344192
121,0.976933,0.9966777563095093,0.06465120286623871,0.01229700088876909
122,0.9747186,0.9977851510047913,0.06257130986642939,0.008139781350917611
123,0.9830227,1.0,0.04826160857784262,0.002901158786888295
124,0.9806237,0.9933554530143738,0.056079871833948636,0.020333416411882126
125,0.9803469,0.9977851510047913,0.0549105573320099,0.010233064618434526
126,0.9797933,0.9933554530143738,0.0545534766752642,0.020265352379031487
127,0.9832072,0.9983388781547546,0.04768111680096906,0.008986432656728542
128,0.9823768,0.998892605304718,0.04735273317077966,0.00747831980775163
129,0.98108506,0.9966777563095093,0.05149726024711125,0.010035709836489314
130,0.9827459,0.998892605304718,0.043982720950353375,0.006675505004555053
131,0.9873593,0.9966777563095093,0.03777885595939364,0.014603485517149146
132,0.9835763,1.0,0.04850731310878904,0.004099562140063053
133,0.9835763,0.9950166344642639,0.045740840793814984,0.01273214572729648
134,0.9818232,0.9972314238548279,0.04875532756874918,0.007058359069413488
135,0.985883,0.998892605304718,0.03818015369414268,0.007541811974473702
136,0.98163867,0.998892605304718,0.050460281979150326,0.009470955334121107
137,0.984499,0.9994462728500366,0.043951616860365195,0.00515058031976058
138,0.98634434,0.998892605304718,0.036449533014490026,0.005772620148426654
139,0.98597527,0.9983388781547546,0.03994984756213374,0.0066949639186791145
