,surf_acc,surf_vacc,surfloss,surf_vloss
0,0.7370121,0.6253458857536316,0.5931280847514062,0.6815619104529984
1,0.77549136,0.6264526844024658,0.49810581654653985,0.8171812807847336
2,0.789056,0.6353071331977844,0.47622076487908604,1.7940163877568458
3,0.7919166,0.6275594830513,0.4654212417093889,1.0120683323043564
4,0.794408,0.5949087142944336,0.45455257373068664,0.8547172466026002
5,0.79800683,0.6187050342559814,0.44845555460495934,1.1904136121240054
6,0.8040048,0.587714433670044,0.44316141636397793,0.9067871553434742
7,0.80428165,0.4842280149459839,0.4424282230029107,1.3546548854203004
8,0.8036357,0.6519092321395874,0.43494886589180093,0.6362193241245389
9,0.80409706,0.6995019316673279,0.4415730591370103,0.6422548380819024
10,0.8036357,0.7703375816345215,0.4319349758500948,0.5164903933434903
