,hog_acc,hog_vacc,hog_loss,hog_vloss
43,0.88651043,0.8205980062484741,0.2698602144195488,0.4028914763137352
44,0.8967522,0.8122923374176025,0.25279238566544515,0.40812842909283814
45,0.8961063,0.6589147448539734,0.252387378445233,1.0574288044624023
46,0.9027496,0.8870431780815125,0.23400447313185876,0.26158074968611017
47,0.9010888,0.8709856271743774,0.234235386392863,0.29482896254704244
48,0.9099465,0.8621262311935425,0.22025038501305166,0.31232525381865034
49,0.9105924,0.7696567177772522,0.2166229626980187,0.638641113128641
50,0.9194501,0.8997785449028015,0.20111683147445028,0.2553048908776487
51,0.91668206,0.8023256063461304,0.206423688092164,0.44721104471984496
52,0.920096,0.842746376991272,0.1968096291712013,0.3823665113148103
53,0.9231408,0.8172757625579834,0.1852687678283861,0.4724646569750502
54,0.92913824,0.7912513613700867,0.1773805819516429,0.4931176134683233
55,0.9286769,0.8798449635505676,0.17957157191919607,0.31246915453032137
56,0.9319063,0.8826135396957397,0.1708651198537219,0.315316033620771
57,0.9373501,0.8527131676673889,0.16029140400499364,0.34589879668564233
58,0.9401181,0.7945736646652222,0.15571118098472092,0.5277013608057501
59,0.9428861,0.7552602291107178,0.14284990459246089,0.6502678833596598
60,0.9220336,0.985049843788147,0.20333276409398016,0.061027499375780295
61,0.9248939,0.9734219312667847,0.18340091165316724,0.0840165141313971
62,0.9326444,0.9756367802619934,0.16996128341067232,0.07122888915232514
63,0.9378114,0.9745293259620667,0.16002104693584104,0.08398569151264093
64,0.93790364,0.9540420770645142,0.1587968241450179,0.12749875064605098
65,0.9443624,0.9717608094215393,0.14452151853806375,0.07282338816577678
66,0.94279385,0.9335548281669617,0.14359973564614756,0.20473212328794127
67,0.94334745,0.9795127511024475,0.14289253552566816,0.06762946736178921
68,0.94851446,0.9036544561386108,0.13661068848114785,0.27816431935987995
69,0.9498062,0.9695459604263306,0.12749844979172395,0.07244560660862448
70,0.9480531,0.9440752863883972,0.13461989843484043,0.13678551724351787
71,0.9539583,0.9706533551216125,0.11695465507663953,0.08303671784426683
72,0.9561727,0.9141749739646912,0.11480331466270122,0.25115626387025825
73,0.9555268,0.9169435501098633,0.11364616638709091,0.22688869126182326
74,0.9598634,0.9479512572288513,0.10733507933140812,0.1289946216252423
75,0.95598817,0.9019933342933655,0.11159098063927116,0.25564586154184205
76,0.9595866,0.9401993155479431,0.11060330951814942,0.15452925437197074
77,0.9621701,0.9224806427955627,0.10546290430388651,0.22062534605413842
78,0.96097064,0.9230343103408813,0.10529755727542812,0.23744302041671864
79,0.9601402,0.9501661062240601,0.10130155185647591,0.1254534564256371
80,0.94823766,0.9872646927833557,0.1333845841568936,0.04667298387579315
81,0.9532201,0.9905869364738464,0.12268789561266366,0.03868936941724844
82,0.9595866,0.9712070822715759,0.11069540617584324,0.08520067133347721
83,0.96060157,0.9905869364738464,0.10872958444882459,0.036211325748847306
84,0.9617088,0.9939091801643372,0.10358337205213404,0.021549453854443276
85,0.9617088,0.9867109656333923,0.09537316832645372,0.04868669108232918
86,0.9602325,0.8770763874053955,0.10744915687167836,0.7356960415708135
87,0.9621701,0.9856035709381104,0.09899539154412716,0.042300560289905184
88,0.9636464,0.9784052968025208,0.09666108936731348,0.054257911986827126
89,0.96789074,0.9695459604263306,0.08599644462631448,0.15059341294464065
90,0.96752167,0.9662237167358398,0.08630667208063358,0.10438492384265824
91,0.9660454,0.9800664186477661,0.09413530886782329,0.0635108352491296
92,0.96521497,0.7320044040679932,0.08824885683177164,0.9896672482242352
93,0.9691825,0.8095238208770752,0.08385554188664801,0.8877459643027051
94,0.96816754,0.9811738729476929,0.0849151653843456,0.049444500823089585
95,0.969367,0.9789590239524841,0.08343419346433875,0.05296041779756414
96,0.97195053,0.9706533551216125,0.08067078140986529,0.07191455955483052
97,0.97305775,0.7890365719795227,0.07672299769014247,1.0210083048473033
98,0.9700129,0.9712070822715759,0.07885615585397115,0.07413726838373663
99,0.97564125,0.7685492634773254,0.07116375607709069,0.6901222531449623
100,0.96272373,0.9983388781547546,0.0987438885452101,0.019538124729564635
101,0.9622624,0.905315637588501,0.10202768748730262,0.582745282686958
102,0.96438456,0.998892605304718,0.09323023694520464,0.009136020524606752
103,0.96761394,0.9534883499145508,0.08493505642409253,0.3574333374418426
104,0.9729655,0.9828349947929382,0.07431501506023971,0.07630731275146321
105,0.9700129,0.998892605304718,0.0807200630438968,0.010041479083966229
106,0.9740727,0.9939091801643372,0.07557301187461912,0.021360788573505787
107,0.9716737,0.986157238483429,0.07646878462949568,0.04134202575925242
108,0.9725964,0.9922480583190918,0.07336176024802465,0.024557043865306567
109,0.97250414,0.9950166344642639,0.07589292902778542,0.021989585625488365
110,0.9752722,0.9961240291595459,0.06906591159430601,0.016691709518461495
111,0.9739804,0.9667773842811584,0.07293005854587072,0.0987637237700348
112,0.97416496,0.8571428656578064,0.06802774366925599,0.4134376390959865
113,0.9743495,0.9413067698478699,0.0735622862535064,0.16165487069807016
114,0.97767115,0.9872646927833557,0.0614898646670399,0.03065602742455248
115,0.976933,0.8438538312911987,0.06203897899038393,0.5801709283757975
116,0.97877836,0.9186046719551086,0.05770461338644902,0.2386713031419488
117,0.9762871,0.8632336854934692,0.06317680682777302,0.416153799919855
118,0.97739434,0.9507198333740234,0.06668445576789399,0.13810864495214567
119,0.9766562,0.9712070822715759,0.06536672325039354,0.07691873542362142
120,0.9694593,0.998892605304718,0.08238412688817456,0.006692071596896926
121,0.9725964,0.9911406636238098,0.07193920530294949,0.024873209719113998
122,0.9774866,1.0,0.06579374449479171,0.0047774322899233794
123,0.9761026,0.9396456480026245,0.06708364869865088,0.17489236173119938
124,0.98025465,0.9994462728500366,0.05617507173107295,0.004998602503694074
125,0.9784093,0.9590254426002502,0.056617710745819005,0.1310341567840687
126,0.9747186,0.7685492634773254,0.06681205285395131,0.7142103949555527
127,0.9792397,0.8682170510292053,0.061665303488183804,0.39695503857246667
128,0.9804392,0.9867109656333923,0.05484607645151832,0.05843950961515357
129,0.97647166,0.8300110697746277,0.06430203964427446,0.6157194032237874
130,0.9773021,0.8759689927101135,0.06151537392113147,0.41138996849308906
131,0.9796088,0.9955703020095825,0.05482578092698275,0.019178935072920053
132,0.9775789,0.7940199375152588,0.05937652410312897,0.8017828762655045
133,0.9797933,0.9795127511024475,0.05615318307117202,0.060312902750829
134,0.9796088,0.9922480583190918,0.05692707438109204,0.02398203327789787
135,0.9812696,0.9856035709381104,0.053495908951760436,0.045829612922628854
136,0.9830227,0.9983388781547546,0.049763721617739246,0.010035671895536969
137,0.9800701,0.9230343103408813,0.05354052256194015,0.27021324814422054
138,0.9804392,0.9667773842811584,0.05866104136393833,0.10376516078595703
139,0.9803469,0.9955703020095825,0.050538864980782944,0.02061725215076707
