,huesift_acc,huesift_vacc,huesift_loss,huesift_vloss
125,0.99105,0.998892605304718,0.0281228082274551,0.0040401243661444715
126,0.98745155,0.9800664186477661,0.03486914106301481,0.05401702395692913
127,0.987267,0.9961240291595459,0.036080400678936704,0.012553496846690947
128,0.98800516,0.9867109656333923,0.03437561082935899,0.0319804171160078
129,0.989666,0.9972314238548279,0.032570743945951934,0.009324781642137363
130,0.9899428,0.9883720874786377,0.0299387241209802,0.025785351182403226
131,0.99105,0.9966777563095093,0.02880056115832724,0.01241527180107989
132,0.9893892,0.9385381937026978,0.02943457757033618,0.19338199741321543
133,0.9879129,0.9961240291595459,0.03534349938433512,0.011283466125996258
134,0.9914191,0.8449612259864807,0.023481087994159044,0.5763915375386626
135,0.99031186,0.9916943311691284,0.026730858406287788,0.030362512982333882
136,0.9878206,0.9728682041168213,0.03135618946285931,0.06962873735119603
137,0.9876361,0.9983388781547546,0.03466987314096611,0.007120168350166657
138,0.98625207,0.6467331051826477,0.03728194843761487,1.9573641993014652
139,0.9861598,0.9977851510047913,0.03818296179789613,0.00920183622950723
