,huesift_acc,huesift_vacc,huesift_loss,huesift_vloss
0,0.72538525,0.7553957104682922,0.615402973808133,0.5664017643134239
1,0.7628495,0.6347537636756897,0.510117869786014,0.746051967506852
2,0.794408,0.7520752549171448,0.46039475790851725,0.5915352667835977
3,0.8153548,0.8323187828063965,0.4213067949604722,0.40196781509412083
4,0.81923044,0.5279468894004822,0.4079974511732989,1.137655764174976
5,0.8315032,0.8267847299575806,0.3844985004950683,0.41509628516900715
6,0.8382394,0.5179855823516846,0.36232418255567483,1.4309797588803852
7,0.84931254,0.7592695355415344,0.3504996301613688,0.5966138866604793
8,0.8533727,0.5318207144737244,0.3431489724530784,2.1767081842279987
9,0.8626003,0.5506364107131958,0.32626641269945467,1.0650160385385428
10,0.8697056,0.6734919548034668,0.3150038955489285,0.7922909185084178
11,0.86859834,0.7443276047706604,0.3084696373153989,0.5376223654264103
12,0.87127435,0.6751521825790405,0.3056010758677697,0.6701702387146878
13,0.88336253,0.7288323044776917,0.2862077705136544,0.7719775582784834
14,0.8816093,0.6402877569198608,0.283615092024423,0.8121518736955667
15,0.8807788,0.8871057033538818,0.27760570452938643,0.27330102790899546
16,0.8902833,0.8372994065284729,0.2682304423616262,0.36537194789676425
17,0.8968349,0.874377429485321,0.24866929624456205,0.29438375353021523
18,0.903202,0.8677365779876709,0.24257245032816144,0.3409971009979079
19,0.89748085,0.708909809589386,0.2472787735162323,0.8269767125931378
20,0.905878,0.9263973236083984,0.23477033949419726,0.1982739534894933
21,0.9076313,0.8760376572608948,0.23213066297906498,0.30263457173923797
22,0.91482884,0.8129496574401855,0.21617609501171015,0.3998295907230092
23,0.92091906,0.7625899314880371,0.19785498354343006,0.5064479352264162
24,0.92064226,0.9037078022956848,0.19915275632801605,0.23105708209516332
25,0.9174126,0.8693968057632446,0.20473863664473776,0.3221316393413264
26,0.9247947,0.8267847299575806,0.1874611266888936,0.4723384402688195
27,0.9293162,0.8345323801040649,0.17446088527988504,0.4580632319182207
28,0.93799025,0.9031543731689453,0.1587529296203767,0.2449469968767277
29,0.93900526,0.7260652780532837,0.15940947646973505,0.9400953766748136
30,0.93826705,0.8533480763435364,0.1566259547582662,0.4179306549051551
31,0.9420504,0.862202525138855,0.1449622659445293,0.3412155099769752
32,0.94223493,0.8417266011238098,0.14906190032007247,0.49230496082341535
33,0.9494325,0.878804624080658,0.13282994486482982,0.29279437831045846
34,0.9534004,0.8655229806900024,0.12009124024702832,0.3503750811419107
35,0.95358497,0.8837853074073792,0.11913732983721263,0.3050504598908815
36,0.95321584,0.8821250796318054,0.12265818048317714,0.3216798408590896
37,0.95709145,0.7742114067077637,0.11472343526181782,0.7226730468000043
38,0.962628,0.8682900071144104,0.10272784873841818,0.3474907043993506
39,0.96142846,0.9020475745201111,0.10463177618280409,0.267769351073834
40,0.9521129,0.9872646927833557,0.13635581023860494,0.04872944866485506
41,0.95312786,0.8848283290863037,0.12181763319065923,0.28163103941634116
42,0.9585717,0.9595791697502136,0.11721236156727648,0.0976311601244598
43,0.95571136,0.9595791697502136,0.11664297159477274,0.10631004145012081
44,0.957649,0.9180509448051453,0.10616888968756244,0.2109240543835715
45,0.9611552,0.9501661062240601,0.10047685359485212,0.13098678172690792
46,0.95368147,0.9523809552192688,0.12002636625892585,0.1273143941480852
47,0.96669126,0.9651162624359131,0.08962224500123525,0.10166130279286756
48,0.9656763,0.9712070822715759,0.09391689620063762,0.08007827327109189
49,0.967983,0.921373188495636,0.08722742200227741,0.20431679983108675
50,0.96696806,0.8787375688552856,0.08716822399778941,0.292614157149694
51,0.9683521,0.9562569260597229,0.08638750485667533,0.1020019975380512
52,0.9677985,0.9385381937026978,0.08367770868912958,0.1553612627658337
53,0.96964383,0.9590254426002502,0.08064508159418216,0.11234950836116689
54,0.96927476,0.9634551405906677,0.08516084438272015,0.1018752234339186
55,0.9751799,0.961240291595459,0.06803260801501282,0.12177364346658932
56,0.97536445,0.9291251301765442,0.06728614244707518,0.22960488687982064
57,0.9762871,0.9274640083312988,0.06766185684576094,0.20170872222636296
58,0.97481084,0.9606866240501404,0.07134155436943303,0.12077990377678692
59,0.97444177,0.9473975896835327,0.06875342200024692,0.1370287611874301
60,0.96696806,0.9883720874786377,0.09142900916742078,0.031133882353311264
61,0.967983,0.9944629073143005,0.08757250994982854,0.024651572398082296
62,0.9757335,0.9894795417785645,0.06691488700647827,0.028948380490135844
63,0.97185826,0.9457364082336426,0.0774444715075386,0.1370991056873685
64,0.9737959,0.9894795417785645,0.0731535172741293,0.029260718458613683
65,0.976933,0.9673311114311218,0.06114632552130446,0.08445371069418367
66,0.9770253,0.7923588156700134,0.0631418499527085,0.7677473052980968
67,0.97647166,0.9883720874786377,0.06405901678699143,0.039477746263311415
68,0.9743495,0.9822812676429749,0.06951974421494846,0.04932419303907772
69,0.98108506,0.9723145365715027,0.052376486476518325,0.06843014331874855
70,0.97942424,0.9673311114311218,0.06083600367806972,0.08120021704277014
71,0.9803469,0.8228128552436829,0.054925679190187114,0.6808180801100113
72,0.97822475,0.9800664186477661,0.06101555971682765,0.05168717011529849
73,0.9796088,0.9047619104385376,0.056587181239495264,0.2898569890893047
74,0.98108506,0.9784052968025208,0.050227301498085485,0.0496376677481241
75,0.9818232,0.9629014134407043,0.0504616008640782,0.09711774395199148
76,0.9789629,0.9828349947929382,0.05885645381667711,0.03679749086099045
77,0.9795165,0.9562569260597229,0.053320693216144126,0.10645940348081567
78,0.98080826,0.8499446511268616,0.051164277915332915,0.4741102150709194
79,0.9803469,0.9479512572288513,0.055899966413625754,0.1353106361422956
80,0.9784093,0.9911406636238098,0.06047135031433038,0.04205603065053754
81,0.9760103,0.9296788573265076,0.06489000355827922,0.2175290181426845
82,0.98339176,0.9833887219429016,0.047157167077056264,0.041176532958309316
83,0.9804392,0.9224806427955627,0.048885901750899435,0.20392640531119804
84,0.9800701,0.9977851510047913,0.055073395106425185,0.010396238892923954
85,0.9818232,0.9928017854690552,0.05350126474487356,0.019668563899242732
86,0.98283815,0.9673311114311218,0.04917321914353589,0.08291346484440423
87,0.98256135,0.9972314238548279,0.04858823313320568,0.014188660310781412
88,0.9856062,0.9928017854690552,0.0406534790292913,0.022099742946418154
89,0.98514485,0.9867109656333923,0.04072571605475577,0.03942999582333389
90,0.9857907,0.9922480583190918,0.04094846056240454,0.02275270841817721
91,0.9832072,0.815614640712738,0.045788853659725404,0.6170989497290648
92,0.9842222,0.9667773842811584,0.04522629163210273,0.09839281192408299
93,0.9823768,0.9789590239524841,0.04649657785891112,0.05731786600214038
94,0.9841299,0.9883720874786377,0.042447079231965654,0.029023497252996314
95,0.9841299,0.986157238483429,0.04551432653788967,0.04654176871716184
96,0.9879129,0.9833887219429016,0.034419283841419186,0.047286424323800924
97,0.9849603,0.9468438625335693,0.04054815088255937,0.15298568638782137
98,0.985883,0.9811738729476929,0.037481959155841654,0.04962106053186281
99,0.98376083,0.9778516292572021,0.04252717674877079,0.057760728108010785
100,0.98486805,0.9811738729476929,0.04530208436629581,0.0563834850219463
101,0.98376083,0.9977851510047913,0.04945088698026697,0.009660271769399823
102,0.98772836,0.9689922332763672,0.034571750959321995,0.07619016195865391
103,0.9832995,0.970099687576294,0.04384499615055553,0.08442673075775041
104,0.9855139,0.9545958042144775,0.039945794101919646,0.10916196470011431
105,0.98865104,0.9911406636238098,0.034352156074542686,0.02506465983606982
106,0.98486805,0.9977851510047913,0.04156920590525083,0.008575016384632848
107,0.9849603,0.97508305311203,0.043425984885856375,0.06050238175707501
108,0.98634434,0.9889258146286011,0.04244227370355175,0.028446840916493143
109,0.98948145,0.9158360958099365,0.03007027423578141,0.2519479184085458
110,0.9891124,0.9368770718574524,0.029577905448381504,0.18246223092293687
111,0.98800516,0.9966777563095093,0.030826660605691596,0.00820843416502326
112,0.9887433,0.9839423894882202,0.034399614032331466,0.04426807601722669
113,0.98855877,0.9806201457977295,0.03437282803050265,0.053456831369693425
114,0.9847758,0.9839423894882202,0.041130155104780124,0.03268223724524972
115,0.98892784,0.9972314238548279,0.031397378863826944,0.009285796109838608
116,0.98828197,0.9928017854690552,0.03294073555246958,0.016579093166744566
117,0.9911423,0.7818382978439331,0.027192849311327986,0.9395551227708618
118,0.98689795,0.9950166344642639,0.039031437804661576,0.0166035061238018
119,0.98837423,0.9784052968025208,0.03449726291817189,0.05299480281012692
120,0.98514485,0.9950166344642639,0.04065998128375915,0.01583922157272416
121,0.9873593,0.9955703020095825,0.035199413427501824,0.017420008688327646
122,0.98689795,0.9994462728500366,0.038640702484114726,0.005363347646594667
123,0.9861598,0.9844961166381836,0.038834883738807544,0.038925905478860386
124,0.9901273,0.9966777563095093,0.029885809109371803,0.00783939780084703
